"0010"!#""!#"0010__10085"!#"1"!#"2"!#"LE TANDEM"!#"RSS COLLECTIFS NEXITY"!#"24"!#"14"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202402"!#"0"!#"0"!#"202107"!#"0"!#"O"!#"07"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0010"!#""!#"0010__10085"!#"4"!#"2"!#"LE TANDEM"!#"RSS COLLECTIFS AEGIDE"!#"24"!#"29"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202402"!#"0"!#"0"!#"202107"!#"0"!#"O"!#"07"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0010"!#""!#"0010__10086"!#"1"!#"2"!#"RESIDENCE BELLE EPOQUE"!#"BAT A - 8  LOTS AL + 11 PARKINGS"!#"24"!#"1"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202301"!#"0"!#"0"!#"202010"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0010"!#""!#"0010__10086"!#"2"!#"2"!#"RESIDENCE LA BELLE EPOQUE"!#"BAT B-32 LOTS AL+57 PKG+14 CAVES"!#"24"!#"5"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202301"!#"0"!#"0"!#"201909"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0010"!#""!#"0010__10093"!#"1"!#"2"!#"ALLÉES MY ART"!#"BATIMENT A  - 32 LOGEMENTS"!#"24"!#"5"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202204"!#"0"!#"0"!#"201903"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0010"!#""!#"0010__10093"!#"2"!#"2"!#"ALLEES MY ART"!#"BAT B - 35 LGTS"!#"24"!#"1"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202204"!#"0"!#"0"!#"201903"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0010"!#""!#"0010__10098"!#"1"!#"3"!#"ROUBAIX L'ANGORA"!#"LOT NEXITY"!#"24"!#"64"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202402"!#"0"!#"0"!#"202112"!#"0"!#"O"!#"07"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0010"!#""!#"0010__10098"!#"2"!#"3"!#"ROUBAIX L'ANGORA"!#"LOT AEGIDE/DOMITYS"!#"24"!#"64"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202402"!#"0"!#"0"!#"202112"!#"0"!#"O"!#"07"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0010"!#""!#"0010__10099"!#"2"!#"2"!#"BAT A - 5 LOTS EN AL"!#"BAT A - 5 LOTS EN AL + 5 PARK EX"!#"24"!#"5"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202303"!#"0"!#"0"!#"202009"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0010"!#""!#"0010__10099"!#"3"!#"2"!#"LE 551"!#"BAT B - 21 LOTS AL + 24 PARK EXT"!#"24"!#"7"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202303"!#"0"!#"0"!#"202009"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0010"!#""!#"0010__10104"!#"2"!#"2"!#"LE CLOS MACAREZ"!#"BAT A'  20 LGTS - ISELECTION"!#"24"!#"10"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202401"!#"0"!#"0"!#"202103"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0010"!#""!#"0010__10104"!#"3"!#"2"!#"LE CLOS MACAREZ"!#"34 LGTS COLLECTIFS"!#"24"!#"10"!#",00"!#"1804,00"!#"0"!#"0"!#"0"!#"202304"!#"0"!#"0"!#"202003"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0010"!#""!#"0010__10104"!#"5"!#"1"!#"LE CLOS MACAREZ"!#"11 MAISONS"!#"24"!#"5"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202302"!#"0"!#"0"!#"202003"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0010"!#""!#"0010__10111"!#"1"!#"2"!#"RSS"!#"RSS NEXITY"!#"24"!#"36"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202401"!#"0"!#"0"!#"202106"!#"0"!#"O"!#"07"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0010"!#""!#"0010__10111"!#"2"!#"2"!#"LA FLANERIE"!#"RSS LOT AEGIDE"!#"00"!#"43"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202401"!#"0"!#"0"!#"202106"!#"0"!#"O"!#"07"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0010"!#""!#"0010__10113"!#"1"!#"2"!#"LES ROSACES"!#"LOT NEXITY"!#"24"!#"7"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202304"!#"0"!#"0"!#"202011"!#"0"!#"O"!#"07"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0010"!#""!#"0010__10113"!#"2"!#"2"!#"LES ROSACES"!#"LOT AEGIDE"!#"24"!#"4"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202304"!#"0"!#"0"!#"202011"!#"0"!#"O"!#"07"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0010"!#""!#"0010__10120"!#"1"!#"2"!#"L 'EDITO"!#"NEXITY COLLECTIFS"!#"24"!#"4"!#",00"!#"5815,00"!#"0"!#"0"!#"0"!#"202304"!#"0"!#"0"!#"202107"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0010"!#""!#"0010__10120"!#"2"!#"2"!#"L'EDITO"!#"AEGIDE COLLECTIFS"!#"24"!#"28"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202304"!#"0"!#"0"!#"202107"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__07728"!#"3"!#"2"!#"DIAGONAL"!#"DIAGONAL BAT2"!#"04"!#"1"!#"2905000,00"!#"1047,00"!#"0"!#"0"!#"0"!#"201502"!#"0"!#"201309"!#"201307"!#"0"!#"O"!#"01"!#"O"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11006"!#"5"!#"6"!#"COMMERCES"!#"COMMERCES"!#"04"!#"1"!#",00"!#",00"!#"0"!#"0"!#"0"!#"201404"!#"0"!#"0"!#"201307"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11006"!#"22"!#"3"!#"EKYNOX 2"!#"EKYNOX TR2 - BAT F"!#"00"!#"1"!#",00"!#",00"!#"0"!#"0"!#"0"!#"201702"!#"0"!#"0"!#"201505"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11035"!#"1"!#"3"!#"LES CHARMILLES"!#"LES CHARMILLES MV ACCESSION"!#"24"!#"1"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202202"!#"0"!#"0"!#"202005"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11036"!#"3"!#"2"!#"CONNEX'CITY"!#"CONNEX'CITY BAT 3"!#"24"!#"1"!#",00"!#",00"!#"0"!#"0"!#"0"!#"201804"!#"0"!#"0"!#"201602"!#"0"!#"O"!#"01"!#"O"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11067"!#"2"!#"3"!#"CLOS DES AMANDIERS"!#"CLOS DES AMANDIERS MV"!#"24"!#"1"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202202"!#"0"!#"0"!#"202004"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11070"!#"1"!#"2"!#"LE 135 SAUTEL"!#"LE 135 SAUTEL"!#"24"!#"1"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202202"!#"0"!#"0"!#"202006"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11081"!#"1"!#"2"!#"ESPRIT LOIRE"!#"ESPRIT LOIRE BAT A"!#"24"!#"8"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202303"!#"0"!#"0"!#"201904"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11081"!#"2"!#"2"!#"ESPRIT LOIRE"!#"ESPRIT LOIRE BAT B"!#"24"!#"5"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202303"!#"0"!#"0"!#"201904"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11105"!#"1"!#"2"!#"LES CONTEMPORAINES"!#"ST AV. CONTEMPORAINES"!#"24"!#"3"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202301"!#"0"!#"0"!#"202102"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11115"!#"2"!#"2"!#"RE LES STUDIOS VARENNES"!#"RES STD VARENNES - FDVI"!#"24"!#"1"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202203"!#"0"!#"0"!#"202010"!#"0"!#"O"!#"06"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11132"!#"4"!#"2"!#"PARC'COEUR"!#"PARC'COEUR - ACER BAT.A"!#"24"!#"3"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202303"!#"0"!#"0"!#"202008"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11132"!#"5"!#"2"!#"PARC'COEUR"!#"PARC'COEUR - BUIS BAT.B"!#"24"!#"1"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202303"!#"0"!#"0"!#"202009"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11132"!#"6"!#"2"!#"PARC'COEUR"!#"PARC'COEUR - CHARMES BATC"!#"24"!#"8"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202303"!#"0"!#"0"!#"202009"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11132"!#"7"!#"2"!#"PARC'COEUR"!#"PARC'COEUR - AUBEPINE BAT5A"!#"24"!#"4"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202303"!#"0"!#"0"!#"202009"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11133"!#"1"!#"3"!#"SUNSET"!#"SUNSET - AURORE DX"!#"24"!#"2"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202302"!#"0"!#"0"!#"202106"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11133"!#"5"!#"3"!#"SUNSET / CLARTE MV"!#"SUNSET / CLARTE MV"!#"24"!#"4"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202302"!#"0"!#"0"!#"202106"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11135"!#"2"!#"1"!#"LES HORTENSIAS"!#"LES HORTENSIAS ACC"!#"24"!#"1"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202201"!#"0"!#"0"!#"202002"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11143"!#"1"!#"2"!#"LIBERTE"!#"LIBERTE ACCESSION"!#"24"!#"12"!#",00"!#",00"!#"0"!#"0"!#"0"!#"0"!#"0"!#"0"!#"202112"!#"0"!#"O"!#"01"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
"0011"!#""!#"0011__11147"!#"1"!#"2"!#"RSS LES TREFLES"!#"RSS TRFLES ACC"!#"24"!#"13"!#",00"!#",00"!#"0"!#"0"!#"0"!#"202304"!#"0"!#"0"!#"202106"!#"0"!#"O"!#"14"!#"N"!#"0"!#""!#""!#""!#""!#""!#""
